Rate_Date	Currency	Rate_Year	Rate_Month	Buying_Rate	Central_Rate	Selling_Rate	column8
2012-06-25	US DOLLAR	2012	June	154.9100	155.4100	155.9100	NULL
2012-06-26	US DOLLAR	2012	June	154.9100	155.4100	155.9100	NULL
2012-06-27	US DOLLAR	2012	June	154.9400	155.4400	155.9400	NULL
2012-06-28	US DOLLAR	2012	June	154.9400	155.4400	155.9400	NULL
2012-06-29	US DOLLAR	2012	June	154.9400	155.4400	155.9400	NULL
2012-07-02	US DOLLAR	2012	July	154.9400	155.4400	155.9400	NULL
2012-07-03	US DOLLAR	2012	July	154.9400	155.4400	155.9400	NULL
2012-07-04	US DOLLAR	2012	July	154.9000	155.4000	155.9000	NULL
2012-07-05	US DOLLAR	2012	July	154.9000	155.4000	155.9000	NULL
2012-07-06	US DOLLAR	2012	July	154.9000	155.4000	155.9000	NULL
2012-07-09	US DOLLAR	2012	July	154.8700	155.3700	155.8700	NULL
2012-07-10	US DOLLAR	2012	July	154.8700	155.3700	155.8700	NULL
2012-07-11	US DOLLAR	2012	July	154.8700	155.3700	155.8700	NULL
2012-07-12	US DOLLAR	2012	July	154.8700	155.3700	155.8700	NULL
2012-07-13	US DOLLAR	2012	July	154.8700	155.3700	155.8700	NULL
2012-07-16	US DOLLAR	2012	July	154.8700	155.3700	155.8700	NULL
2012-07-17	US DOLLAR	2012	July	154.8700	155.3700	155.8700	NULL
2012-07-18	US DOLLAR	2012	July	154.8700	155.3700	155.8700	NULL
2012-07-19	US DOLLAR	2012	July	154.8700	155.3700	155.8700	NULL
2012-07-20	US DOLLAR	2012	July	154.8700	155.3700	155.8700	NULL
2012-07-23	US DOLLAR	2012	July	154.8900	155.3900	155.8900	NULL
2012-07-24	US DOLLAR	2012	July	154.8900	155.3900	155.8900	NULL
2012-07-25	US DOLLAR	2012	July	154.8400	155.3400	155.8400	NULL
2012-07-26	US DOLLAR	2012	July	154.8400	155.3400	155.8400	NULL
2012-07-27	US DOLLAR	2012	July	154.8400	155.3400	155.8400	NULL
2012-07-30	US DOLLAR	2012	July	154.8400	155.3400	155.8400	NULL
2012-07-31	US DOLLAR	2012	July	154.8400	155.3400	155.8400	NULL
2012-08-01	US DOLLAR	2012	August	154.8600	155.3600	155.8600	NULL
2012-08-02	US DOLLAR	2012	August	154.8600	155.3600	155.8600	NULL
2012-08-03	US DOLLAR	2012	August	154.8600	155.3600	155.8600	NULL
2012-08-06	US DOLLAR	2012	August	154.8600	155.3600	155.8600	NULL
2012-08-07	US DOLLAR	2012	August 	154.8600	155.3600	155.8600	NULL
2012-08-08	US DOLLAR	2012	August	154.8300	155.3300	155.8300	NULL
2012-08-09	US DOLLAR 	2012	August	154.8300	155.3300	155.8300	NULL
2012-08-10	US DOLLAR	2012	August	154.8300	155.3300	155.8300	NULL
2012-08-13	US DOLLAR	2012	August	154.8300	155.3300	155.8300	NULL
2012-08-14	US DOLLAR	2012	August	154.8300	155.3300	155.8300	NULL
2012-08-15	US DOLLAR	2012	August	154.8000	155.3000	155.8000	NULL
2012-08-16	US DOLLAR	2012	August	154.8000	155.3000	155.8000	NULL
2012-08-17	US DOLLAR	2012	August	154.8000	155.3000	155.8000	NULL
2012-08-22	US DOLLAR	2012	August	154.8000	155.3000	155.8000	NULL
2012-08-23	US DOLLAR	2012	August	154.8400	155.3000	155.8000	NULL
2012-08-24	US DOLLAR	2012	August	154.8000	155.3000	155.8000	NULL
2012-08-27	US DOLLAR	2012	August	154.8000	155.3000	155.8000	NULL
2012-08-28	US DOLLAR	2012	August	154.8000	155.3000	155.8000	NULL
2012-08-29	US DOLLAR	2012	8	154.8000	155.3000	155.8000	NULL
2012-08-30	US DOLLAR	2012	August	154.8000	155.3000	155.8000	NULL
2012-08-31	US DOLLAR	2012	August	154.8000	155.3000	155.8000	NULL
2012-09-03	US DOLLAR	2012	September	154.8000	155.3000	155.8000	NULL
2012-09-04	US DOLLAR	2012	September	154.8000	155.3000	155.8000	NULL
2012-09-05	US DOLLAR	2012	September	154.8000	155.3000	155.8000	NULL
2012-09-06	US DOLLAR	2012	September	154.8000	155.3000	155.8000	NULL
2012-09-07	US DOLLAR	2012	September	154.8000	155.3000	155.8000	NULL
2012-09-10	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-11	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-12	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-13	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-14	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-17	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-18	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-19	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-20	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-21	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-24	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-25	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-26	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-27	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-09-28	US DOLLAR	2012	September	154.7800	155.2800	155.7800	NULL
2012-10-02	US DOLLAR	2012	October	154.7800	155.2800	155.7800	NULL
2012-10-03	US DOLLAR	2012	October	154.7700	155.2700	155.7700	NULL
2012-10-04	US DOLLAR	2012	October	154.7700	155.2700	155.7700	NULL
2012-10-05	US DOLLAR	2012	October	154.7700	155.2700	155.7700	NULL
2012-10-08	US DOLLAR	2012	October	154.7500	155.2500	155.7500	NULL
2012-10-09	US DOLLAR	2012	October	154.7500	155.2500	155.7500	NULL
2012-10-10	US DOLLAR	2012	October	154.7500	155.2500	155.7500	NULL
2012-10-11	US DOLLAR	2012	October	154.7500	155.2500	155.7500	NULL
2012-10-12	US DOLLAR	2012	October	154.7500	155.2500	155.7500	NULL
2012-10-15	US DOLLAR	2012	October	154.7500	155.2500	155.7500	NULL
2012-10-16	US DOLLAR	2012	October	154.7500	155.2500	155.7500	NULL
2012-10-17	US DOLLAR	2012	October	154.7600	155.2600	155.7600	NULL
2012-10-18	US DOLLAR	2012	October	154.7600	155.2600	155.7600	NULL
2012-10-19	US DOLLAR	2012	October	154.7600	155.2600	155.7600	NULL
2012-10-22	US DOLLAR	2012	October	154.7600	155.2600	155.7600	NULL
2012-10-23	US DOLLAR	2012	October	154.7600	155.2600	155.7600	NULL
2012-10-24	US DOLLAR	2012	October	154.7600	155.2600	155.7600	NULL
2012-10-29	US DOLLAR	2012	October	154.7600	155.2600	155.7600	NULL
2012-10-30	US DOLLAR	2012	October	154.7600	155.2600	155.7600	NULL
2012-10-31	US DOLLAR	2012	October	154.7400	155.2400	155.7400	NULL
2012-11-01	US DOLLAR	2012	November	154.7400	155.2400	155.7400	NULL
2012-11-02	US DOLLAR	2012	November	154.7400	155.2400	155.7400	NULL
2012-11-05	US DOLLAR	2012	November	154.7400	155.2400	155.7400	NULL
2012-11-06	US DOLLAR	2012	November	154.7400	155.2400	155.7400	NULL
2012-11-07	US DOLLAR	2012	November	154.7400	155.2400	155.7400	NULL
2012-11-08	US DOLLAR	2012	November	154.7400	155.2400	155.7400	NULL
2012-11-09	US DOLLAR	2012	November	154.7400	155.2400	155.7400	NULL
2012-11-12	US DOLLAR	2012	November	154.7500	154.2500	155.7500	NULL
2012-11-13	US DOLLAR	2012	November	154.7500	155.2500	155.7500	NULL
2012-11-15	US DOLLAR	2012	November	154.7500	155.2500	155.7500	NULL
2012-11-16	US DOLLAR	2012	November	154.7500	155.2500	155.7500	NULL
2012-11-19	US DOLLAR	2012	November	154.7500	155.2500	155.7500	NULL
2012-11-20	US DOLLAR	2012	November	154.7500	155.2500	155.7500	NULL
2012-11-21	US DOLLAR	2012	November	154.7600	155.2600	155.7600	NULL
2012-11-22	US DOLLAR	2012	November	154.7600	155.2600	155.7600	NULL
2012-11-23	US DOLLAR	2012	November	154.7600	155.2600	155.7600	NULL
2012-11-26	US DOLLAR	2012	November	154.7600	155.2600	155.7600	NULL
2012-11-27	US DOLLAR	2012	November	154.7600	155.2600	155.7600	NULL
2012-11-28	US DOLLAR	2012	November	154.7600	155.2600	155.7600	NULL
2012-11-29	US DOLLAR	2012	November	154.7600	155.2600	155.7600	NULL
2012-11-30	US DOLLAR	2012	November	154.7600	155.2600	155.7600	NULL
2012-12-03	US DOLLAR	2012	December	154.7600	155.2600	155.7600	NULL
2012-12-04	US DOLLAR	2012	December	154.7600	155.2600	155.7600	NULL
2012-12-05	US DOLLAR	2012	December	154.7600	155.2600	155.7600	NULL
2012-12-06	US DOLLAR	2012	December	154.7600	155.2600	155.7600	NULL
2012-12-07	US DOLLAR	2012	December	154.7600	155.2600	155.7600	NULL
2012-12-10	US DOLLAR	2012	December	154.7600	155.2600	155.7600	NULL
2012-12-11	US DOLLAR	2012	December	154.7600	155.2600	155.7600	NULL
2012-12-12	US DOLLAR	2012	December	154.7700	155.2700	155.7700	NULL
2012-12-13	US DOLLAR	2012	December	154.7700	155.2700	155.7700	NULL
2012-12-14	US DOLLAR	2012	December	154.7700	155.2700	155.7700	NULL
2012-12-17	US DOLLAR	2012	December	154.7700	155.2700	155.7700	NULL
2012-12-18	US DOLLAR	2012	December	154.7700	155.2700	155.7700	NULL
2012-12-19	US DOLLAR	2012	December	154.7700	155.2700	155.7700	NULL
2012-12-20	US DOLLAR	2012	December	154.7700	155.2700	155.7700	NULL
2012-12-21	US DOLLAR	2012	December	154.7700	155.2700	155.7700	NULL
2012-12-24	US DOLLAR	2012	December	154.7700	155.2700	155.7700	NULL
2012-12-27	US DOLLAR	2012	December	154.7700	155.2700	155.7700	NULL
2012-12-28	US DOLLAR	2012	December	154.7700	155.2700	155.7700	NULL
2012-12-31	US DOLLAR	2012	December	154.7700	155.2700	155.7700	NULL
2013-01-02	US DOLLAR	2013	January	154.7700	155.2700	155.7700	NULL
2013-01-03	US DOLLAR	2013	January	154.7700	155.2700	155.7700	NULL
2013-01-04	US DOLLAR	2013	January	154.7700	155.2700	155.7700	NULL
2013-01-07	US DOLLAR	2013	January	154.7700	155.2700	155.7700	NULL
2013-01-08	US DOLLAR	2013	January	154.7700	155.2700	155.7700	NULL
2013-01-09	US DOLLAR	2013	January	154.7700	155.2700	155.7700	NULL
2013-01-10	US DOLLAR	2013	January	154.7700	155.2700	155.7700	NULL
2013-01-11	US DOLLAR	2013	January	154.7700	155.2700	155.7700	NULL
2013-01-14	US DOLLAR	2013	January	154.7200	155.2200	155.7200	NULL
2013-01-15	US DOLLAR	2013	January	154.7200	155.2200	155.7200	NULL
2013-01-16	US DOLLAR	2013	January	154.7200	155.2200	155.7200	NULL
2013-01-17	US DOLLAR	2013	January	154.7200	155.2200	155.7200	NULL
2013-01-18	US DOLLAR	2013	January	154.7200	155.2200	155.7200	NULL
2013-01-21	US DOLLAR	2013	January	154.7200	155.2300	155.7300	NULL
2013-01-22	US DOLLAR	2013	January	154.7300	155.2300	155.7300	NULL
2013-01-23	US DOLLAR	2013	January	154.7300	155.2300	155.7300	NULL
2013-01-25	US DOLLAR	2013	January	154.7300	155.2300	155.7300	NULL
2013-01-28	US DOLLAR	2013	January	154.7300	155.2300	155.7300	NULL
2013-01-29	US DOLLAR	2013	January	154.7300	155.2300	155.7300	NULL
2013-01-30	US DOLLAR	2013	January	154.7400	155.2400	155.7400	NULL
2013-01-31	US DOLLAR	2013	January	154.7400	155.2400	155.7400	NULL
2013-02-01	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-04	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-05	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-06	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-07	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-08	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-11	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-12	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-13	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-14	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-15	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-18	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-19	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-20	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-21	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-22	US DOLLAR	2013	February	154.7400	155.2400	155.7400	NULL
2013-02-25	US DOLLAR	2013	February	154.7500	155.2500	155.7500	NULL
2013-02-26	US DOLLAR	2013	February	154.7500	155.2500	155.7500	NULL
2013-02-27	US DOLLAR	2013	February	154.7500	155.2500	155.7500	NULL
2013-02-28	US DOLLAR	2013	February	154.7500	155.2500	155.7500	NULL
2013-03-01	US DOLLAR	2013	February	154.7500	155.2500	155.7500	NULL
2013-03-04	US DOLLAR	2013	March	154.7500	155.2500	155.7500	NULL
2013-03-05	US DOLLAR	2013	March	154.7500	155.2500	155.7500	NULL
2013-03-06	US DOLLAR	2013	February	154.7500	155.2500	155.7500	NULL
2013-03-07	US DOLLAR	2013	March	154.7500	155.2500	155.7500	NULL
2013-03-08	US DOLLAR	2013	March	154.7500	155.2500	155.7500	NULL
2013-03-11	US DOLLAR	2013	March	154.7500	155.2500	155.7500	NULL
2013-03-12	US DOLLAR	2013	March	154.7500	155.2500	155.7500	NULL
2013-03-13	US DOLLAR	2013	March	154.7600	155.2600	155.7600	NULL
2013-03-14	US DOLLAR	2013	March	154.7600	155.2600	155.7600	NULL
2013-03-15	US DOLLAR	2013	March	154.7600	155.2600	155.7600	NULL
2013-03-18	US DOLLAR	2013	March	154.7600	155.2600	155.7600	NULL
2013-03-19	US DOLLAR	2013	March	154.7600	155.2600	155.7600	NULL
2013-03-20	US DOLLAR	2013	March	154.7600	155.2600	155.7600	NULL
2013-03-21	US DOLLAR	2013	March	154.7600	155.2600	155.7600	NULL
2013-03-22	US DOLLAR	2013	March	154.7600	155.2600	155.7600	NULL
2013-03-25	US DOLLAR	2013	March	154.7500	155.2500	155.7500	NULL
2013-03-26	US DOLLAR	2013	March	154.7500	155.2500	155.7500	NULL
2013-03-27	US DOLLAR	2013	March	154.7500	155.2500	155.7500	NULL
2013-03-28	US DOLLAR	2013	March	154.7500	155.2500	155.7500	NULL
2013-04-02	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-03	US DOLLAR	2013	April	154.7400	155.2400	155.7400	NULL
2013-04-04	US DOLLAR	2013	April	154.7400	155.2400	155.7400	NULL
2013-04-05	US DOLLAR	2013	April	154.7400	155.2400	155.7400	NULL
2013-04-08	US DOLLAR	2013	April	154.7400	155.2400	155.7400	NULL
2013-04-09	US DOLLAR	2013	April	154.7400	155.2400	155.7400	NULL
2013-04-10	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-11	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-12	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-15	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-16	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-17	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-18	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-19	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-22	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-23	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-24	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-25	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-26	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-29	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-04-30	US DOLLAR	2013	April	154.7500	155.2500	155.7500	NULL
2013-05-02	US DOLLAR	2013	May	154.7500	155.2500	155.7500	NULL
2013-05-03	US DOLLAR	2013	May	154.7500	155.2500	155.7500	NULL
2013-05-06	US DOLLAR	2013	May	154.7500	155.2500	155.7500	NULL
2013-05-07	US DOLLAR	2013	May	154.7500	155.2500	155.7500	NULL
2013-05-08	US DOLLAR	2013	May	154.7500	155.2500	155.7500	NULL
2013-05-09	US DOLLAR	2013	May	154.7500	155.2500	155.7500	NULL
2013-05-10	US DOLLAR	2013	May	154.7500	155.2500	155.7500	NULL
2013-05-13	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-05-14	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-05-15	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-05-16	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-05-17	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-05-20	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-05-21	US DOLLAR	2013	March	154.7400	155.2400	155.7400	NULL
2013-05-22	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-05-23	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-05-24	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-05-27	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-05-28	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-05-30	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-05-31	US DOLLAR	2013	May	154.7400	155.2400	155.7400	NULL
2013-06-03	US DOLLAR	2013	June	154.7400	155.2400	155.7400	NULL
2013-06-04	US DOLLAR	2013	June	154.7400	155.2400	155.7400	NULL
2013-06-05	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-06	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-07	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-10	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-11	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-12	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-13	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-14	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-17	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-18	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-19	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-20	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-21	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-24	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-25	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-26	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-27	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-28	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-06-28	US DOLLAR	2013	June	154.7500	155.2500	155.7500	NULL
2013-07-01	US DOLLAR	2013	July	154.7500	155.2500	155.7500	NULL
2013-07-02	US DOLLAR	2013	July	154.7500	155.2500	155.7500	NULL
2013-07-03	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-04	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-05	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-08	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-09	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-10	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-11	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-12	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-15	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-16	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-17	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-18	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-19	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-22	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-23	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-24	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-25	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-26	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-29	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-30	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-07-31	US DOLLAR	2013	July	154.7600	155.2600	155.7600	NULL
2013-08-01	US DOLLAR	2013	August	154.7600	155.2600	155.7600	NULL
2013-08-02	US DOLLAR	2013	August	154.7600	155.2600	155.7600	NULL
2013-08-05	US DOLLAR	2013	August	154.7500	155.2500	155.7500	NULL
2013-08-06	US DOLLAR	2013	August	154.7500	155.2500	155.7500	NULL
2013-08-07	US DOLLAR	2013	August	154.7500	155.2500	155.7500	NULL
2013-08-12	US DOLLAR	2013	August	154.7500	155.2500	155.7500	NULL
2013-08-13	US DOLLAR	2013	August	154.7500	155.2500	155.7500	NULL
2013-08-14	US DOLLAR	2013	August	154.7500	155.2500	155.7500	NULL
2013-08-15	US DOLLAR	2013	August	154.7500	155.2500	155.7500	NULL
2013-08-16	US DOLLAR	2013	August	154.7500	155.2500	155.7500	NULL
2013-08-19	US DOLLAR	2013	August	154.7600	155.2600	155.7600	NULL
2013-08-20	US DOLLAR	2013	August	154.7600	155.2600	155.7600	NULL
2013-08-21	US DOLLAR	2013	August	154.7600	155.2600	155.7600	NULL
2013-08-22	US DOLLAR	2013	August	154.7600	155.2600	155.7600	NULL
2013-08-23	US DOLLAR	2013	August	154.7600	155.2600	155.7600	NULL
2013-08-26	US DOLLAR	2013	August	154.7600	155.2600	155.7600	NULL
2013-08-27	US DOLLAR	2013	August	154.7600	155.2600	155.7600	NULL
2013-08-28	US DOLLAR	2013	August	154.7600	155.2600	155.7600	NULL
2013-08-29	US DOLLAR	2013	August	154.7600	155.2600	155.7600	NULL
2013-08-30	US DOLLAR	2013	August	154.7600	155.2600	155.7600	NULL
2013-09-02	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-03	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-04	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-05	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-06	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-09	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-10	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-11	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-12	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-13	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-16	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-17	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-18	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-19	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-20	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-23	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-24	US DOLLAR	2013	September	154.7600	155.2600	155.7600	NULL
2013-09-25	US DOLLAR	2013	September	154.7500	155.2500	155.7500	NULL
2013-09-26	US DOLLAR	2013	September	154.7500	155.2500	155.7500	NULL
2013-09-27	US DOLLAR	2013	September	154.7500	155.2500	155.7500	NULL
2013-09-30	US DOLLAR	2013	September	154.7500	155.2500	155.7500	NULL
2013-10-02	US DOLLAR	2013	October	154.7500	155.2500	155.7500	NULL
2013-10-03	US DOLLAR	2013	October	154.7500	155.2500	155.7500	NULL
2013-10-04	US DOLLAR	2013	October	154.7500	155.2500	155.7500	NULL
2013-10-07	US DOLLAR	2013	October	154.7300	155.2300	155.7300	NULL
2013-10-08	US DOLLAR	2013	October	154.7300	155.2300	155.7300	NULL
2013-10-09	US DOLLAR	2013	October	154.7700	155.2700	155.7700	NULL
2013-10-10	US DOLLAR	2013	October	154.7700	155.2700	155.7700	NULL
2013-10-11	US DOLLAR	2013	October	154.7700	155.2700	155.7700	NULL
2013-10-14	US DOLLAR	2013	October	154.8100	155.3100	155.8100	NULL
2013-10-17	US DOLLAR	2013	October	154.8100	155.3100	155.8100	NULL
2013-10-18	US DOLLAR	2013	October	154.8100	155.3100	155.8100	NULL
2013-10-21	US DOLLAR	2013	October	154.9000	155.4000	155.9000	NULL
2013-10-22	US DOLLAR	2013	October	154.9000	155.4000	155.9000	NULL
2013-10-23	US DOLLAR	2013	October	155.0700	155.5700	156.0700	NULL
2013-10-24	US DOLLAR	2013	October	155.0700	155.5700	156.0700	NULL
2013-10-25	US DOLLAR	2013	October	155.0700	155.5700	156.0700	NULL
2013-10-28	US DOLLAR	2013	October	155.0500	155.5500	156.0500	NULL
2013-10-29	US DOLLAR	2013	October	155.0500	155.5500	156.0500	NULL
2013-10-30	US DOLLAR	2013	October	154.8000	155.3000	155.8000	NULL
2013-10-31	US DOLLAR	2013	October	154.8000	155.3000	155.8000	NULL
2013-11-04	US DOLLAR	2013	November	154.7100	155.2100	155.7100	NULL
2013-11-05	US DOLLAR	2013	November	154.7100	155.2100	155.7100	NULL
2013-11-06	US DOLLAR	2013	November	154.7000	155.2000	155.7000	NULL
2013-11-07	US DOLLAR	2013	November	154.7000	155.2000	155.7000	NULL
2013-11-08	US DOLLAR	2013	November	154.7000	155.2000	155.7000	NULL
2013-11-11	US DOLLAR	2013	November	154.7100	155.2100	155.7100	NULL
2013-11-12	US DOLLAR	2013	November	154.7100	155.2100	155.7100	NULL
2013-11-13	US DOLLAR	2013	November	154.7000	155.2000	155.7000	NULL
2013-11-14	US DOLLAR	2013	November	154.7000	155.2000	155.7000	NULL
2013-11-15	US DOLLAR	2013	November	154.7000	155.2000	155.7000	NULL
2013-11-18	US DOLLAR	2013	November	154.7000	155.2000	155.7000	NULL
2013-11-19	US DOLLAR	2013	November	154.7000	155.2000	155.7000	NULL
2013-11-20	US DOLLAR	2013	November	154.7300	155.2300	155.7300	NULL
2013-11-21	US DOLLAR	2013	November	154.7300	155.2300	155.7300	NULL
2013-11-22	US DOLLAR	2013	November	154.7300	155.2300	155.7300	NULL
2013-11-25	US DOLLAR	2013	November	154.7200	155.2200	155.7200	NULL
2013-11-26	US DOLLAR	2013	November	154.7200	155.2200	155.7200	NULL
2013-11-27	US DOLLAR	2013	November	154.7200	155.2200	155.7200	NULL
2013-11-28	US DOLLAR	2013	November	154.7200	155.2200	155.7200	NULL
2013-11-29	US DOLLAR	2013	November	154.7200	155.2200	155.7200	NULL
2013-12-02	US DOLLAR	2013	December	154.7300	155.2300	155.7300	NULL
