Id	RateDate	Currency	RateYear	RateMonth	BuyingRate	CentralRate	SellingRate
2166	2013-09-03	US DOLLAR	2013	September	154.7600	155.2600	155.7600
2167	2013-09-02	US DOLLAR	2013	September	154.7600	155.2600	155.7600
2168	2013-08-30	US DOLLAR	2013	August	154.7600	155.2600	155.7600
2169	2013-08-29	US DOLLAR	2013	August	154.7600	155.2600	155.7600
2170	2013-08-28	US DOLLAR	2013	August	154.7600	155.2600	155.7600
2171	2013-08-27	US DOLLAR	2013	August	154.7600	155.2600	155.7600
2172	2013-08-26	US DOLLAR	2013	August	154.7600	155.2600	155.7600
2173	2013-08-23	US DOLLAR	2013	August	154.7600	155.2600	155.7600
2174	2013-08-22	US DOLLAR	2013	August	154.7600	155.2600	155.7600
2175	2013-08-21	US DOLLAR	2013	August	154.7600	155.2600	155.7600
2176	2013-08-20	US DOLLAR	2013	August	154.7600	155.2600	155.7600
2177	2013-08-19	US DOLLAR	2013	August	154.7600	155.2600	155.7600
2178	2013-08-16	US DOLLAR	2013	August	154.7500	155.2500	155.7500
2179	2013-08-15	US DOLLAR	2013	August	154.7500	155.2500	155.7500
2180	2013-08-14	US DOLLAR	2013	August	154.7500	155.2500	155.7500
2181	2013-08-13	US DOLLAR	2013	August	154.7500	155.2500	155.7500
2182	2013-08-12	US DOLLAR	2013	August	154.7500	155.2500	155.7500
2183	2013-08-07	US DOLLAR	2013	August	154.7500	155.2500	155.7500
2184	2013-08-06	US DOLLAR	2013	August	154.7500	155.2500	155.7500
2185	2013-08-05	US DOLLAR	2013	August	154.7500	155.2500	155.7500
2186	2013-08-02	US DOLLAR	2013	August	154.7600	155.2600	155.7600
2187	2013-08-01	US DOLLAR	2013	August	154.7600	155.2600	155.7600
2188	2013-07-31	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2189	2013-07-30	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2190	2013-07-29	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2191	2013-07-26	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2192	2013-07-25	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2193	2013-07-24	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2194	2013-07-23	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2195	2013-07-22	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2196	2013-07-19	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2197	2013-07-18	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2198	2013-07-17	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2199	2013-07-16	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2200	2013-07-15	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2201	2013-07-12	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2202	2013-07-11	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2203	2013-07-10	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2204	2013-07-09	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2205	2013-07-08	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2206	2013-07-05	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2207	2013-07-04	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2208	2013-07-03	US DOLLAR	2013	July	154.7600	155.2600	155.7600
2209	2013-07-02	US DOLLAR	2013	July	154.7500	155.2500	155.7500
2210	2013-07-01	US DOLLAR	2013	July	154.7500	155.2500	155.7500
2211	2013-06-28	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2212	2013-06-27	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2213	2013-06-26	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2214	2013-06-25	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2215	2013-06-24	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2216	2013-06-21	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2217	2013-06-20	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2218	2013-06-19	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2219	2013-06-18	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2220	2013-06-17	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2221	2013-06-14	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2222	2013-06-13	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2223	2013-06-12	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2224	2013-06-11	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2225	2013-06-10	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2226	2013-06-07	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2227	2013-06-06	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2228	2013-06-05	US DOLLAR	2013	June	154.7500	155.2500	155.7500
2229	2013-06-04	US DOLLAR	2013	June	154.7400	155.2400	155.7400
2230	2013-06-03	US DOLLAR	2013	June	154.7400	155.2400	155.7400
2231	2013-05-31	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2232	2013-05-30	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2233	2013-05-28	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2234	2013-05-27	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2235	2013-05-24	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2236	2013-05-23	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2237	2013-05-22	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2238	2013-05-21	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2239	2013-05-20	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2240	2013-05-17	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2241	2013-05-16	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2242	2013-05-15	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2243	2013-05-14	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2244	2013-05-13	US DOLLAR	2013	May	154.7400	155.2400	155.7400
2245	2013-05-10	US DOLLAR	2013	May	154.7500	155.2500	155.7500
2246	2013-05-09	US DOLLAR	2013	May	154.7500	155.2500	155.7500
2247	2013-05-08	US DOLLAR	2013	May	154.7500	155.2500	155.7500
2248	2013-05-07	US DOLLAR	2013	May	154.7500	155.2500	155.7500
2249	2013-05-06	US DOLLAR	2013	May	154.7500	155.2500	155.7500
2250	2013-05-03	US DOLLAR	2013	May	154.7500	155.2500	155.7500
2251	2013-05-02	US DOLLAR	2013	May	154.7500	155.2500	155.7500
2252	2013-04-30	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2253	2013-04-29	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2254	2013-04-26	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2255	2013-04-25	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2256	2013-04-24	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2257	2013-04-23	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2258	2013-04-22	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2259	2013-04-19	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2260	2013-04-18	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2261	2013-04-17	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2262	2013-04-16	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2263	2013-04-15	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2264	2013-04-12	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2265	2013-04-11	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2266	2013-04-10	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2267	2013-04-09	US DOLLAR	2013	April	154.7400	155.2400	155.7400
2268	2013-04-08	US DOLLAR	2013	April	154.7400	155.2400	155.7400
2269	2013-04-05	US DOLLAR	2013	April	154.7400	155.2400	155.7400
2270	2013-04-04	US DOLLAR	2013	April	154.7400	155.2400	155.7400
2271	2013-04-03	US DOLLAR	2013	April	154.7400	155.2400	155.7400
2272	2013-04-02	US DOLLAR	2013	April	154.7500	155.2500	155.7500
2273	2013-03-28	US DOLLAR	2013	March	154.7500	155.2500	155.7500
2274	2013-03-27	US DOLLAR	2013	March	154.7500	155.2500	155.7500
2275	2013-03-26	US DOLLAR	2013	March	154.7500	155.2500	155.7500
2276	2013-03-25	US DOLLAR	2013	March	154.7500	155.2500	155.7500
2277	2013-03-22	US DOLLAR	2013	March	154.7600	155.2600	155.7600
2278	2013-03-21	US DOLLAR	2013	March	154.7600	155.2600	155.7600
2279	2013-03-20	US DOLLAR	2013	March	154.7600	155.2600	155.7600
2280	2013-03-19	US DOLLAR	2013	March	154.7600	155.2600	155.7600
2281	2013-03-18	US DOLLAR	2013	March	154.7600	155.2600	155.7600
2282	2013-03-15	US DOLLAR	2013	March	154.7600	155.2600	155.7600
2283	2013-03-14	US DOLLAR	2013	March	154.7600	155.2600	155.7600
2284	2013-03-13	US DOLLAR	2013	March	154.7600	155.2600	155.7600
2285	2013-03-12	US DOLLAR	2013	March	154.7500	155.2500	155.7500
2286	2013-03-11	US DOLLAR	2013	March	154.7500	155.2500	155.7500
2287	2013-03-08	US DOLLAR	2013	March	154.7500	155.2500	155.7500
2288	2013-03-07	US DOLLAR	2013	March	154.7500	155.2500	155.7500
2289	2013-03-06	US DOLLAR	2013	March	154.7500	155.2500	155.7500
2290	2013-03-05	US DOLLAR	2013	March	154.7500	155.2500	155.7500
2291	2013-03-04	US DOLLAR	2013	March	154.7500	155.2500	155.7500
2292	2013-03-01	US DOLLAR	2013	March	154.7500	155.2500	155.7500
2293	2013-02-28	US DOLLAR	2013	February	154.7500	155.2500	155.7500
2294	2013-02-27	US DOLLAR	2013	February	154.7500	155.2500	155.7500
2295	2013-02-26	US DOLLAR	2013	February	154.7500	155.2500	155.7500
2296	2013-02-25	US DOLLAR	2013	February	154.7500	155.2500	155.7500
2297	2013-02-22	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2298	2013-02-21	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2299	2013-02-20	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2300	2013-02-19	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2301	2013-02-18	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2302	2013-02-15	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2303	2013-02-14	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2304	2013-02-13	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2305	2013-02-12	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2306	2013-02-11	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2307	2013-02-08	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2308	2013-02-07	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2309	2013-02-06	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2310	2013-02-05	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2311	2013-02-04	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2312	2013-02-01	US DOLLAR	2013	February	154.7400	155.2400	155.7400
2313	2013-01-31	US DOLLAR	2013	January	154.7400	155.2400	155.7400
2314	2013-01-30	US DOLLAR	2013	January	154.7400	155.2400	155.7400
2315	2013-01-29	US DOLLAR	2013	January	154.7300	155.2300	155.7300
2316	2013-01-28	US DOLLAR	2013	January	154.7300	155.2300	155.7300
2317	2013-01-25	US DOLLAR	2013	January	154.7300	155.2300	155.7300
2318	2013-01-23	US DOLLAR	2013	January	154.7300	155.2300	155.7300
2319	2013-01-22	US DOLLAR	2013	January	154.7300	155.2300	155.7300
2320	2013-01-21	US DOLLAR	2013	January	154.7200	155.2300	155.7300
2321	2013-01-18	US DOLLAR	2013	January	154.7200	155.2200	155.7200
2322	2013-01-17	US DOLLAR	2013	January	154.7200	155.2200	155.7200
2323	2013-01-16	US DOLLAR	2013	January	154.7200	155.2200	155.7200
2324	2013-01-15	US DOLLAR	2013	January	154.7200	155.2200	155.7200
2325	2013-01-14	US DOLLAR	2013	January	154.7200	155.2200	155.7200
2326	2013-01-11	US DOLLAR	2013	January	154.7700	155.2700	155.7700
2327	2013-01-10	US DOLLAR	2013	January	154.7700	155.2700	155.7700
2328	2013-01-09	US DOLLAR	2013	January	154.7700	155.2700	155.7700
2329	2013-01-08	US DOLLAR	2013	January	154.7700	155.2700	155.7700
2330	2013-01-07	US DOLLAR	2013	January	154.7700	155.2700	155.7700
2331	2013-01-04	US DOLLAR	2013	January	154.7700	155.2700	155.7700
2332	2013-01-03	US DOLLAR	2013	January	154.7700	155.2700	155.7700
2333	2013-01-02	US DOLLAR	2013	January	154.7700	155.2700	155.7700
2334	2012-12-31	US DOLLAR	2012	December	154.7700	155.2700	155.7700
2335	2012-12-28	US DOLLAR	2012	December	154.7700	155.2700	155.7700
2336	2012-12-27	US DOLLAR	2012	December	154.7700	155.2700	155.7700
2337	2012-12-24	US DOLLAR	2012	December	154.7700	155.2700	155.7700
2338	2012-12-21	US DOLLAR	2012	December	154.7700	155.2700	155.7700
2339	2012-12-20	US DOLLAR	2012	December	154.7700	155.2700	155.7700
2340	2012-12-19	US DOLLAR	2012	December	154.7700	155.2700	155.7700
2341	2012-12-18	US DOLLAR	2012	December	154.7700	155.2700	155.7700
2342	2012-12-17	US DOLLAR	2012	December	154.7700	155.2700	155.7700
2343	2012-12-14	US DOLLAR	2012	December	154.7700	155.2700	155.7700
2344	2012-12-13	US DOLLAR	2012	December	154.7700	155.2700	155.7700
2345	2012-12-12	US DOLLAR	2012	December	154.7700	155.2700	155.7700
2346	2012-12-11	US DOLLAR	2012	December	154.7600	155.2600	155.7600
2347	2012-12-10	US DOLLAR	2012	December	154.7600	155.2600	155.7600
2348	2012-12-07	US DOLLAR	2012	December	154.7600	155.2600	155.7600
2349	2012-12-06	US DOLLAR	2012	December	154.7600	155.2600	155.7600
2350	2012-12-05	US DOLLAR	2012	December	154.7600	155.2600	155.7600
2351	2012-12-04	US DOLLAR	2012	December	154.7600	155.2600	155.7600
2352	2012-12-03	US DOLLAR	2012	December	154.7600	155.2600	155.7600
2353	2012-11-30	US DOLLAR	2012	November	154.7600	155.2600	155.7600
2354	2012-11-29	US DOLLAR	2012	November	154.7600	155.2600	155.7600
2355	2012-11-28	US DOLLAR	2012	November	154.7600	155.2600	155.7600
2356	2012-11-27	US DOLLAR	2012	November	154.7600	155.2600	155.7600
2357	2012-11-26	US DOLLAR	2012	November	154.7600	155.2600	155.7600
2358	2012-11-23	US DOLLAR	2012	November	154.7600	155.2600	155.7600
2359	2012-11-22	US DOLLAR	2012	November	154.7600	155.2600	155.7600
2360	2012-11-21	US DOLLAR	2012	November	154.7600	155.2600	155.7600
2361	2012-11-20	US DOLLAR	2012	November	154.7500	155.2500	155.7500
2362	2012-11-19	US DOLLAR	2012	November	154.7500	155.2500	155.7500
2363	2012-11-16	US DOLLAR	2012	November	154.7500	155.2500	155.7500
2364	2012-11-15	US DOLLAR	2012	November	154.7500	155.2500	155.7500
2365	2012-11-13	US DOLLAR	2012	November	154.7500	155.2500	155.7500
2366	2012-11-12	US DOLLAR	2012	November	154.7500	154.2500	155.7500
2367	2012-11-09	US DOLLAR	2012	November	154.7400	155.2400	155.7400
2368	2012-11-08	US DOLLAR	2012	November	154.7400	155.2400	155.7400
2369	2012-11-07	US DOLLAR	2012	November	154.7400	155.2400	155.7400
2370	2012-11-06	US DOLLAR	2012	November	154.7400	155.2400	155.7400
2371	2012-11-05	US DOLLAR	2012	November	154.7400	155.2400	155.7400
2372	2012-11-02	US DOLLAR	2012	November	154.7400	155.2400	155.7400
2373	2012-11-01	US DOLLAR	2012	November	154.7400	155.2400	155.7400
2374	2012-10-31	US DOLLAR	2012	October	154.7400	155.2400	155.7400
2375	2012-10-30	US DOLLAR	2012	October	154.7600	155.2600	155.7600
2376	2012-10-29	US DOLLAR	2012	October	154.7600	155.2600	155.7600
2377	2012-10-24	US DOLLAR	2012	October	154.7600	155.2600	155.7600
2378	2012-10-23	US DOLLAR	2012	October	154.7600	155.2600	155.7600
2379	2012-10-22	US DOLLAR	2012	October	154.7600	155.2600	155.7600
2380	2012-10-19	US DOLLAR	2012	October	154.7600	155.2600	155.7600
2381	2012-10-18	US DOLLAR	2012	October	154.7600	155.2600	155.7600
2382	2012-10-17	US DOLLAR	2012	October	154.7600	155.2600	155.7600
2383	2012-10-16	US DOLLAR	2012	October	154.7500	155.2500	155.7500
2384	2012-10-15	US DOLLAR	2012	October	154.7500	155.2500	155.7500
2385	2012-10-12	US DOLLAR	2012	October	154.7500	155.2500	155.7500
2386	2012-10-11	US DOLLAR	2012	October	154.7500	155.2500	155.7500
2387	2012-10-10	US DOLLAR	2012	October	154.7500	155.2500	155.7500
2388	2012-10-09	US DOLLAR	2012	October	154.7500	155.2500	155.7500
2389	2012-10-08	US DOLLAR	2012	October	154.7500	155.2500	155.7500
2390	2012-10-05	US DOLLAR	2012	October	154.7700	155.2700	155.7700
2391	2012-10-04	US DOLLAR	2012	October	154.7700	155.2700	155.7700
2392	2012-10-03	US DOLLAR	2012	October	154.7700	155.2700	155.7700
2393	2012-10-02	US DOLLAR	2012	October	154.7800	155.2800	155.7800
2394	2012-09-28	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2395	2012-09-27	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2396	2012-09-26	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2397	2012-09-25	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2398	2012-09-24	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2399	2012-09-21	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2400	2012-09-20	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2401	2012-09-19	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2402	2012-09-18	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2403	2012-09-17	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2404	2012-09-14	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2405	2012-09-13	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2406	2012-09-12	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2407	2012-09-11	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2408	2012-09-10	US DOLLAR	2012	September	154.7800	155.2800	155.7800
2409	2012-09-07	US DOLLAR	2012	September	154.8000	155.3000	155.8000
2410	2012-09-06	US DOLLAR	2012	September	154.8000	155.3000	155.8000
2411	2012-09-05	US DOLLAR	2012	September	154.8000	155.3000	155.8000
2412	2012-09-04	US DOLLAR	2012	September	154.8000	155.3000	155.8000
2413	2012-09-03	US DOLLAR	2012	September	154.8000	155.3000	155.8000
2414	2012-08-31	US DOLLAR	2012	August	154.8000	155.3000	155.8000
2415	2012-08-30	US DOLLAR	2012	August	154.8000	155.3000	155.8000
2416	2012-08-29	US DOLLAR	2012	August	154.8000	155.3000	155.8000
2417	2012-08-28	US DOLLAR	2012	August	154.8000	155.3000	155.8000
2418	2012-08-27	US DOLLAR	2012	August	154.8000	155.3000	155.8000
2419	2012-08-24	US DOLLAR	2012	August	154.8000	155.3000	155.8000
2420	2012-08-23	US DOLLAR	2012	August	154.8400	155.3000	155.8000
2421	2012-08-22	US DOLLAR	2012	August	154.8000	155.3000	155.8000
2422	2012-08-17	US DOLLAR	2012	August	154.8000	155.3000	155.8000
2423	2012-08-16	US DOLLAR	2012	August	154.8000	155.3000	155.8000
2424	2012-08-15	US DOLLAR	2012	August	154.8000	155.3000	155.8000
2425	2012-08-14	US DOLLAR	2012	August	154.8300	155.3300	155.8300
2426	2012-08-13	US DOLLAR	2012	August	154.8300	155.3300	155.8300
2427	2012-08-10	US DOLLAR	2012	August	154.8300	155.3300	155.8300
2428	2012-08-09	US DOLLAR	2012	August	154.8300	155.3300	155.8300
2429	2012-08-08	US DOLLAR	2012	August	154.8300	155.3300	155.8300
2430	2012-08-07	US DOLLAR	2012	August	154.8600	155.3600	155.8600
2431	2012-08-06	US DOLLAR	2012	August	154.8600	155.3600	155.8600
2432	2012-08-03	US DOLLAR	2012	August	154.8600	155.3600	155.8600
2433	2012-08-02	US DOLLAR	2012	August	154.8600	155.3600	155.8600
2434	2012-08-01	US DOLLAR	2012	August	154.8600	155.3600	155.8600
2435	2012-07-31	US DOLLAR	2012	July	154.8400	155.3400	155.8400
2436	2012-07-30	US DOLLAR	2012	July	154.8400	155.3400	155.8400
2437	2012-07-27	US DOLLAR	2012	July	154.8400	155.3400	155.8400
2438	2012-07-26	US DOLLAR	2012	July	154.8400	155.3400	155.8400
2439	2012-07-25	US DOLLAR	2012	July	154.8400	155.3400	155.8400
2440	2012-07-24	US DOLLAR	2012	July	154.8900	155.3900	155.8900
2441	2012-07-23	US DOLLAR	2012	July	154.8900	155.3900	155.8900
2442	2012-07-20	US DOLLAR	2012	July	154.8700	155.3700	155.8700
2443	2012-07-19	US DOLLAR	2012	July	154.8700	155.3700	155.8700
2444	2012-07-18	US DOLLAR	2012	July	154.8700	155.3700	155.8700
2445	2012-07-17	US DOLLAR	2012	July	154.8700	155.3700	155.8700
2446	2012-07-16	US DOLLAR	2012	July	154.8700	155.3700	155.8700
2447	2012-07-13	US DOLLAR	2012	July	154.8700	155.3700	155.8700
2448	2012-07-12	US DOLLAR	2012	July	154.8700	155.3700	155.8700
2449	2012-07-11	US DOLLAR	2012	July	154.8700	155.3700	155.8700
2450	2012-07-10	US DOLLAR	2012	July	154.8700	155.3700	155.8700
2451	2012-07-09	US DOLLAR	2012	July	154.8700	155.3700	155.8700
2452	2012-07-06	US DOLLAR	2012	July	154.9000	155.4000	155.9000
2453	2012-07-05	US DOLLAR	2012	July	154.9000	155.4000	155.9000
2454	2012-07-04	US DOLLAR	2012	July	154.9000	155.4000	155.9000
2455	2012-07-03	US DOLLAR	2012	July	154.9400	155.4400	155.9400
2456	2012-07-02	US DOLLAR	2012	July	154.9400	155.4400	155.9400
2457	2012-06-29	US DOLLAR	2012	June	154.9400	155.4400	155.9400
2458	2012-06-28	US DOLLAR	2012	June	154.9400	155.4400	155.9400
2459	2012-06-27	US DOLLAR	2012	June	154.9400	155.4400	155.9400
2460	2012-06-26	US DOLLAR	2012	June	154.9100	155.4100	155.9100
2461	2012-06-25	US DOLLAR	2012	June	154.9100	155.4100	155.9100
2462	2012-06-22	US DOLLAR	2012	June	154.9000	155.4000	155.9000
2463	2012-06-21	US DOLLAR	2012	June	154.9000	155.4000	155.9000
2464	2012-06-20	US DOLLAR	2012	June	154.9000	155.4000	155.9000
2465	2012-06-19	US DOLLAR	2012	June	154.9000	155.4000	155.9000
2466	2012-06-18	US DOLLAR	2012	June	154.9000	155.4000	155.9000
2467	2012-06-15	US DOLLAR	2012	June	154.9000	155.4000	155.9000
2468	2012-06-14	US DOLLAR	2012	June	154.9000	155.4000	155.9000
2469	2012-06-13	US DOLLAR	2012	June	154.9000	155.4000	155.9000
2470	2012-06-12	US DOLLAR	2012	June	154.9000	155.4000	155.9000
2471	2012-06-11	US DOLLAR	2012	June	154.9000	155.4000	155.9000
2472	2012-06-08	US DOLLAR	2012	June	154.8400	155.3400	155.8400
2473	2012-06-07	US DOLLAR	2012	June	154.8400	155.3400	155.8400
2474	2012-06-06	US DOLLAR	2012	June	154.8400	155.3400	155.8400
2475	2012-06-05	US DOLLAR	2012	June	154.8000	155.3000	155.8000
2476	2012-06-04	US DOLLAR	2012	June	154.8000	155.3000	155.8000
2477	2012-06-01	US DOLLAR	2012	June	154.7500	155.2500	155.7500
2478	2012-05-30	US DOLLAR	2012	May	154.7500	155.2500	155.7500
2479	2012-05-28	US DOLLAR	2012	May	154.7500	155.2500	155.7500
2480	2012-05-25	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2481	2012-05-24	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2482	2012-05-23	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2483	2012-05-22	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2484	2012-05-21	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2485	2012-05-18	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2486	2012-05-17	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2487	2012-05-16	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2488	2012-05-15	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2489	2012-05-14	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2490	2012-05-11	US DOLLAR	2012	May	154.7500	155.2500	155.7500
2491	2012-05-10	US DOLLAR	2012	May	154.7500	155.2500	155.7500
2492	2012-05-09	US DOLLAR	2012	May	154.7500	155.2500	155.7500
2493	2012-05-08	US DOLLAR	2012	May	154.7500	155.2500	155.7500
2494	2012-05-07	US DOLLAR	2012	May	154.7500	155.2500	155.7500
2495	2012-05-04	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2496	2012-05-03	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2497	2012-05-02	US DOLLAR	2012	May	154.7000	155.2000	155.7000
2498	2012-04-30	US DOLLAR	2012	April	154.7000	155.2000	155.7000
2499	2012-04-27	US DOLLAR	2012	April	154.6500	155.1500	155.6500
2500	2012-04-26	US DOLLAR	2012	April	154.6500	155.1500	155.6500
2501	2012-04-25	US DOLLAR	2012	April	154.6500	155.1500	155.6500
2502	2012-04-24	US DOLLAR	2012	April	154.7500	155.2500	155.7500
2503	2012-04-23	US DOLLAR	2012	April	154.7500	155.2500	155.7500
2504	2012-04-20	US DOLLAR	2012	April	154.7500	155.2500	155.7500
2505	2012-04-19	US DOLLAR	2012	April	154.7500	155.2500	155.7500
2506	2012-04-18	US DOLLAR	2012	April	154.7500	155.2500	155.7500
2507	2012-04-17	US DOLLAR	2012	April	154.7000	155.2000	155.7000
2508	2012-04-16	US DOLLAR	2012	April	154.7000	155.2000	155.7000
2509	2012-04-13	US DOLLAR	2012	April	154.8000	155.3000	155.8000
2510	2012-04-12	US DOLLAR	2012	April	154.8000	155.3000	155.8000
2511	2012-04-11	US DOLLAR	2012	April	154.8000	155.3000	155.8000
2512	2012-04-10	US DOLLAR	2012	April	154.9000	155.4000	155.9000
2513	2012-04-05	US DOLLAR	2012	April	154.9000	155.4000	155.9000
2514	2012-04-04	US DOLLAR	2012	April	154.9000	155.4000	155.9000
2515	2012-04-03	US DOLLAR	2012	April	154.9000	155.4000	155.9000
2516	2012-04-02	US DOLLAR	2012	April	154.9000	155.4000	155.9000
2517	2012-03-30	US DOLLAR	2012	March	155.0100	155.5100	156.0100
2518	2012-03-29	US DOLLAR	2012	March	155.0100	155.5100	156.0100
2519	2012-03-28	US DOLLAR	2012	March	155.0100	155.5100	156.0100
2520	2012-03-27	US DOLLAR	2012	March	155.0600	155.5600	156.0600
2521	2012-03-26	US DOLLAR	2012	March	155.0600	155.5600	156.0600
2522	2012-03-23	US DOLLAR	2012	March	155.0600	155.5600	156.0600
2523	2012-03-22	US DOLLAR	2012	March	155.0600	155.5600	156.0600
2524	2012-03-21	US DOLLAR	2012	March	155.0600	155.5600	156.0600
2525	2012-03-20	US DOLLAR	2012	March	155.0600	155.5600	156.0600
2526	2012-03-19	US DOLLAR	2012	March	155.0600	155.5600	156.0600
2527	2012-03-16	US DOLLAR	2012	March	155.0600	155.5600	156.0600
2528	2012-03-15	US DOLLAR	2012	March	155.0600	155.5600	156.0600
2529	2012-03-14	US DOLLAR	2012	March	155.0600	155.5600	156.0600
2530	2012-03-13	US DOLLAR	2012	March	155.0600	155.5600	156.0600
2531	2012-03-12	US DOLLAR	2012	March	155.0600	155.5600	156.0600
2532	2012-03-09	US DOLLAR	2012	March	155.0100	155.5100	156.0100
